work_hours_per_day,sleep_hours,exercise_minutes,social_hours,screen_time_nonwork,breaks_per_day,coffee_cups,stress_level,burnout_score
8.993428306022466,9.099033154879002,16.49643450051237,0.09219244212260902,2.704759592552599,4.152480635954594,1,4,36.29728155614631
7.72347139765763,8.386950524369153,27.109626585689643,1.139614989220498,3.9531947665913743,4.093171783232292,1,1,17.398155483129234
9.295377076201385,7.089445554880261,14.151601580000774,1.5863944665783558,4.02702530806667,1.40871365473997,2,4,38.35369735115526
11.046059712816051,6.029594833441639,23.840769407219195,3.8876876573401904,4.708945518765108,4.339819616597126,2,1,31.547157921768896
7.531693250553328,8.047334970420385,0.0,2.556553124533758,1.9497124550787603,6.46565816364349,4,2,20.92449137861278
7.531726086101639,7.590228078132625,34.265874147458774,0.6645184309001086,4.888850910770996,2.4515357618464098,4,1,23.37686598534833
11.158425631014783,8.342789830041598,30.024109507244486,2.486036289417637,1.0,7.096965302101185,4,4,36.82369553004421
9.534869458305817,7.9527577025229546,13.658227378636187,0.4526960110616345,3.0551731714542845,5.9755496421686765,2,5,32.51873575701062
7.061051228130096,8.574329072979003,43.1849133686481,3.082691053887073,3.2675892363226833,3.531533356057924,2,5,25.80791340204812
9.08512008717193,6.1971471826591475,48.75140275253116,1.5288753481821213,4.9499902391068575,4.716940725324305,0,2,16.65643933850625
7.0731646143750755,8.976091098451489,0.0,1.9063638112608292,4.033946279015304,8.196643615282067,2,4,24.026144046547124
7.068540492859486,7.296399407038599,14.745504428675716,3.32579664754219,1.89165541921557,6.467095627011732,1,1,8.738516177596251
8.48392454313207,10.0,14.617153004254035,0.71283643141575,2.5225103112744773,5.017567309796296,2,5,33.69797812445712
4.173439510684404,5.966218272865648,11.201937977822706,0.6028818148870088,4.298020014321111,4.524633366078032,2,3,26.35506191373652
4.5501643349739345,9.603945704747874,46.58949683863497,1.4164006736539951,3.8813989872031653,5.153218140903319,1,4,10.419135132745422
6.875424941518054,7.296866175193972,26.12347722454393,3.0383788510193166,3.13131383554638,3.976472884115393,5,4,23.531742698211954
5.974337759331153,6.022872994578328,24.709703173787787,0.4806539245231576,3.278749315732031,0.7905009885619707,1,3,11.928010531948171
8.628494665190548,6.274171248918518,0.0,0.0,5.044251995738934,9.084355821069462,3,5,49.68826457506754
6.183951848957578,6.519479037708519,42.70836060418453,1.5488411415910013,3.2234611406961777,5.310649998398803,2,3,16.60850442800904
5.175392597329417,7.636248919602875,5.214832102930551,2.5517407999109203,3.8678631339563903,5.796294530245074,3,2,6.828452660448255
10.931297537843108,7.784253232053249,31.198652605326565,3.2002617497388295,7.254904882120814,4.884184500246183,4,1,20.59186528157983
7.548447399026928,6.139449994092131,35.547538759163835,1.536838637914601,1.8644760446741153,3.529766398550824,1,1,6.41129642797339
8.135056409375848,6.963468111608526,57.21317191677302,1.5885733928839976,1.2222359026380119,4.628151038102459,0,5,26.011769231277416
5.150503627573086,10.0,3.8235920176177594,3.153900734255747,5.175384497197911,1.8012104756113776,4,3,20.87265584575533
6.911234550949635,9.591314755151068,0.0,0.1302583003045794,2.982035408058845,9.554172996106608,3,4,24.344810398995772
8.221845179419732,7.654485504511048,33.6769908950739,1.6114792248169907,3.5226437083860698,2.530976003155208,1,4,38.21488911973106
5.698012845155395,7.057005217252301,66.01022363021707,2.1904238899250577,2.8282654328033288,2.936067432305641,2,4,12.21739169026932
8.751396036691343,7.1800469900773916,54.778927058788746,2.4492187212850345,3.610299788848731,4.119481591227199,4,2,24.978101839075777
6.7987226201623905,7.9202769590956255,34.19318830549251,1.4901933068091173,6.397807168144512,7.576151449704755,3,2,16.893168929645753
7.416612500413446,5.4658111522023916,20.16727628735905,2.0344410117058414,5.203192687927179,5.029017998525308,1,4,39.5033299281711
6.796586775541206,6.613935193864982,46.142451932746205,0.0,5.293335267830466,2.527728407939075,0,5,33.6709138210762
11.704556369017876,4.497123889183616,10.529076005910628,1.3417515876661517,1.8756594163110316,7.508676721514679,4,2,45.91218453736353
7.973005550524132,7.598834683907919,39.52715538712438,2.4535087125544672,2.273269395170696,6.462001253570962,1,2,11.653906248934966
5.884578142088199,7.970793909554112,40.10940318333254,1.0177059657453205,1.0,6.076869914432905,1,1,0.0
9.645089824206378,6.275220306550939,51.2041981499776,2.0589842215895975,2.785928768375869,6.431468482341681,3,1,16.34516359061282
5.5583127000579555,9.360980144935048,85.19320077822155,2.446872500802698,5.435054779578488,9.788723801164902,3,5,12.782463194312102
8.417727190009511,5.161351505496488,37.84831934357534,1.657450799142235,4.7754197736225565,9.370189790072224,2,2,25.889567602787928
4.080659752240448,4.80343767968527,19.820727485850025,2.170463770996571,3.667730105571814,3.6265693139934094,0,2,5.056792973611421
5.3436279022031385,7.336677727839958,29.48851375616011,1.0372674347153876,3.9665495744229204,8.247769985622305,3,3,15.386816769561563
8.393722471738247,8.570647453918232,0.0,1.7933887203039534,2.9666716861368916,5.766336379517801,1,5,37.4316255104269
9.476933159990821,9.525891537186803,16.105737378218837,2.6102161695892225,4.307138323602676,5.998191632275499,1,5,35.56806195823452
8.34273656237994,6.31167360569659,21.81435123773792,2.1569729609684343,5.148817419220922,1.6154583367133428,2,3,41.37658254072849
7.768703435223519,8.618021250146944,19.51823204130815,1.4134687304360645,1.5761698188842908,4.659228469223608,1,3,20.915942009119473
7.3977926088214225,6.9422372957489396,33.04709744067444,2.224216404290793,4.449471531756022,3.3743528193268704,1,1,11.600047919523446
5.042956019265145,6.74105905008877,13.551601352355988,2.714609790636618,5.398652306432001,6.6561176297866185,2,5,31.961234310798783
6.5603115832105825,8.325489906230008,52.42061334648943,0.0,3.377349566554946,7.14216100080561,1,5,25.130454978384016
7.078722458080425,7.978484317620129,30.00414129836394,3.159074064955898,5.051050918180875,0.8510272979673772,3,3,27.07183027642925
10.11424445243783,4.635411764523626,29.813993577227713,1.663745261318928,8.0,4.955930271991459,1,4,42.75907509678318
8.687236579136922,9.214810524588843,23.442105669741643,2.42548993324023,3.8434858105196623,7.243723009588504,1,4,23.292619360198795
